t,x,y,theta,mass,M_rw_J,m_dot
0.0,0.0,0.0,1.5707963268,100.0,0.0,0.08834522596
0.09254901960784313,-8.0472199129e-06,0.0020815556741,1.5729376336725,99.991823736,-0.99998909738,0.088345223461
0.18509803921568627,-5.0741547318e-05,0.0083273313395,1.5686549990932,99.983647472,-0.99997939809,0.088345222965
0.2776470588235294,-4.8402238954e-05,0.01873851821,1.5558070434028,99.975471208,-0.99990666686,0.088345222459
0.37019607843137253,0.00023166418836,0.03331389218,1.5342414524380998,99.967294945,-0.92847538756,0.088345221934
0.46274509803921565,0.0011988438451,0.052042735712,1.5008622396005,99.959118681,0.80314644092,0.088345221348
0.5552941176470588,0.0034320395282,0.07489513063,1.4706541435729998,99.950942417,0.80320060769,0.088345220666
0.647843137254902,0.0074680804915,0.10182770123,1.4473257358890002,99.942766154,0.80313837251,0.08834521988
0.7403921568627451,0.013724317073,0.1327960741,1.430877362256,99.93458989,0.80278214162,0.088345218989
0.8329411764705882,0.022494209914,0.16776373494,1.42136209588,99.926413627,0.77650984732,0.088345217989
0.9254901960784313,0.03393838066,0.20670954569,1.42021633303,99.918237364,0.00026818939776,0.088345216869
1.0180392156862745,0.048086164514,0.24963022608,1.42073578984,99.9100611,-7.4024742565e-05,0.088345215602
1.1105882352941177,0.064931047293,0.29652804409,1.4212555557,99.901884837,-0.00017227540782,0.088345214154
1.2031372549019608,0.084464424545,0.34740564907,1.42177414055,99.893708574,-0.00021154949016,0.088345212486
1.295686274509804,0.10667758866,0.402265734,1.4222910131300002,99.885532312,-0.00021881079916,0.08834521054
1.388235294117647,0.13156177612,0.46111102008,1.42280598872,99.877356049,-0.00020095397459,0.088345208243
1.4807843137254901,0.15910819558,0.52394424646,1.42331910829,99.869179786,-0.0001558638865,0.088345205488
1.5733333333333333,0.18930804379,0.59076816344,1.42383061815,99.861003524,-7.2648004468e-05,0.088345202124
1.6658823529411764,0.22215251286,0.66158552809,1.42434101217,99.852827262,7.4633235828e-05,0.088345197926
1.7584313725490195,0.25763278977,0.73639910192,1.4248511534100001,99.844651001,0.00034391535054,0.088345192536
1.8509803921568626,0.29574004759,0.81521165031,1.42536255046,99.83647474,0.00086385344771,0.088345185365
1.9435294117647057,0.33646542489,0.89802594407,1.4258778967599999,99.82829848,0.0019549973012,0.088345175357
2.036078431372549,0.37980035724,0.98484470836,1.42633659271,99.82012222,0.035139551907,0.088345160408
2.128627450980392,0.42573654788,1.0756706429,1.42702510115,99.811945962,0.035190926122,0.088345135668
2.2211764705882353,0.47426183052,1.1705070019,1.42801447656,99.803769707,0.035398536727,0.088345086826
2.313725490196078,0.52535872922,1.2693577948,1.4293062584,99.795593456,0.035561423548,0.088344936138
2.4062745098039215,0.57915301639,1.3732198161,1.43090204305,99.787417218,0.035675096599,0.068636601531
2.4988235294117644,0.63544711264,1.4816021545,1.43280298043,99.781064968,0.035755648362,3.4295195095e-07
2.591372549019608,0.69224666782,1.5795799848,1.43500987563,99.781064936,0.035815619853,1.4831067701e-07
2.6839215686274507,0.74902102557,1.6636868718,1.43752331454,99.781064923,0.035862339524,9.461473474e-08
2.776470588235294,0.80576525915,1.7339229845,1.44034374609,99.781064914,0.035899611273,6.8132786289e-08
2.869019607843137,0.8624766325,1.7902856749,1.44347152481,99.781064908,0.035929823018,5.2289903426e-08
2.9615686274509803,0.91915875583,1.8327647907,1.44690693634,99.781064903,0.035954569492,4.1620675056e-08
3.0541176470588236,0.97582518995,1.8613369933,1.45065021359,99.781064899,0.035974969734,3.3836030526e-08
3.1466666666666665,1.0324944429,1.8759716343,1.45470154827,99.781064896,0.035991841557,2.8024493617e-08
3.23921568627451,1.0891781232,1.8766597131,1.4590610984899999,99.781064893,0.036005803411,2.3822369431e-08
3.3317647058823527,1.1458824998,1.8634273133,1.4637289955,99.781064891,0.036017336847,2.0669863819e-08
3.424313725490196,1.2026141548,1.8363057244,1.4687053474299998,99.781064889,0.036026826425,1.8017030973e-08
3.516862745098039,1.259376079,1.7953106972,1.4739902438399999,99.781064887,0.036034586072,1.5691123329e-08
3.6094117647058823,1.3161664538,1.7404464113,1.47958375795,99.781064886,0.036040877008,1.3678442016e-08
3.701960784313725,1.3729811294,1.6717126374,1.4854859494200001,99.781064885,0.036045920222,1.1950629362e-08
3.7945098039215686,1.4298156349,1.5891080974,1.4916968664999999,99.781064884,0.036049905351,1.0461261155e-08
3.8870588235294115,1.4866660268,1.492631535,1.4982165474,99.781064883,0.036052997097,9.1658419757e-09
3.979607843137255,1.5435290906,1.3822819568,1.5050450222,99.781064882,0.036055339949,8.028373008e-09
4.072156862745098,1.600402292,1.258058629,1.5121823138,99.781064881,0.036057061714,7.0210056366e-09
4.164705882352941,1.6572836575,1.1199610218,1.5196284395000001,99.78106488,0.036058276185,6.1222100388e-09
4.257254901960784,1.7141716527,0.96798875392,1.5273834115,99.78106488,0.036059085197,5.3151199433e-09
4.349803921568627,1.7710650802,0.80214154925,1.5354472383000002,99.781064879,0.036059580231,4.5863108138e-09
4.442352941176471,1.8279629992,0.62241920603,1.5438199255000002,99.781064879,0.036059843695,3.9249370996e-09
4.534901960784314,1.884864665,0.42882157511,1.5525014760000002,99.781064879,0.036059949955,3.3221216439e-09
4.627450980392156,1.9417694824,0.22134854487,1.5614918912999998,99.781064878,0.036059966201,2.7706500039e-09
4.72,1.998676973,0.0,1.5707911716999998,99.781064878,0.036059953168,6.1409977175e-07
